"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0016569","GO:0016569","covalent chromatin modification","82/1510","474/18670",3.24054277059748e-11,1.5852047472473e-07,1.45521314346918e-07,"MTA3/JARID2/BCL6/BCOR/JADE2/LMNA/CHD1/ZNF335/KPNA7/EZH2/SKI/MSL2/MAP3K7/BAZ1B/EPC2/JMJD1C/EED/TBL1XR1/KDM7A/NAA50/LEO1/UBE2E1/JADE1/CAMK2D/ATXN7/SUPT3H/PRDM14/PWP1/PRDM6/ING5/MIER1/RCOR1/HDAC7/PRDM5/TADA3/TRRAP/PHF10/TBL1Y/EP400/UBE2N/MBD1/HDAC8/PYGO2/JADE3/UIMC1/CHEK1/TAF12/RUVBL1/NCOA1/ASH2L/AURKA/USP7/SET/SIRT1/AUTS2/HDAC9/ATXN7L3/PAXBP1/MCM3AP/KDM2B/ASH1L/JAK2/SETD7/USP51/REST/SMARCAD1/WAC/CDC73/HLCS/BAP1/SMYD2/PRMT1/NSD1/HDAC5/WBP2/NAA40/UBR5/ATG5/PER1/DNMT3A/MTF2/PAXIP1",82
"GO:0016570","GO:0016570","histone modification","79/1510","454/18670",5.57777884323469e-11,1.5852047472473e-07,1.45521314346918e-07,"MTA3/JARID2/BCL6/BCOR/JADE2/LMNA/ZNF335/KPNA7/EZH2/SKI/MSL2/MAP3K7/BAZ1B/EPC2/JMJD1C/EED/TBL1XR1/KDM7A/NAA50/LEO1/UBE2E1/JADE1/CAMK2D/ATXN7/SUPT3H/PRDM14/PWP1/PRDM6/ING5/MIER1/RCOR1/HDAC7/PRDM5/TADA3/TRRAP/PHF10/TBL1Y/EP400/UBE2N/HDAC8/PYGO2/JADE3/UIMC1/CHEK1/TAF12/RUVBL1/NCOA1/ASH2L/AURKA/USP7/SET/SIRT1/AUTS2/HDAC9/ATXN7L3/PAXBP1/MCM3AP/KDM2B/ASH1L/JAK2/SETD7/USP51/REST/SMARCAD1/WAC/CDC73/HLCS/BAP1/SMYD2/PRMT1/NSD1/HDAC5/WBP2/NAA40/UBR5/ATG5/PER1/MTF2/PAXIP1",79
"GO:0018205","GO:0018205","peptidyl-lysine modification","63/1510","397/18670",1.72653166528012e-07,0.000327120199515073,0.000300295349641878,"CAMKMT/MDM2/JARID2/NSMCE2/ZBED1/BCOR/JADE2/LMNA/ZNF335/SENP7/KPNA7/EZH2/MSL2/MAP3K7/TGM2/EPC2/EED/NAA50/JADE1/SUPT3H/PWP1/PRDM6/ING5/SIRT5/NUP107/PRDM5/TADA3/TRRAP/PHF10/GNL3/POM121/EP400/EEF1AKMT2/METTL21A/PYGO2/JADE3/CHEK1/TAF12/BLOC1S1/PLOD1/RUVBL1/NCOA1/ASH2L/NUP153/SET/SIRT1/NUP93/AUTS2/HDAC9/MCM3AP/ASH1L/SENP6/SETD7/SMYD2/NSD1/WBP2/NAA40/ATG5/NUP85/PER1/MTF2/SUMO2/PAXIP1",63
"GO:0006476","GO:0006476","protein deacetylation","22/1510","93/18670",3.60979878095634e-06,0.00512952406773897,0.00470888751505279,"MTA3/BCL6/SKI/TBL1XR1/CAMK2D/MIER1/RCOR1/CCAR2/SIRT5/HDAC7/PRDM5/DYRK1A/TADA3/TBL1Y/HDAC8/SIRT1/HDAC9/SPRED2/REST/SMARCAD1/HDAC5/PER1",22
"GO:0035601","GO:0035601","protein deacylation","23/1510","103/18670",6.20954906062928e-06,0.00557160679562507,0.00511471811658089,"MTA3/BCL6/SKI/TBL1XR1/CAMK2D/MIER1/RCOR1/CCAR2/SIRT5/HDAC7/PRDM5/DYRK1A/TADA3/TBL1Y/ABHD13/HDAC8/SIRT1/HDAC9/SPRED2/REST/SMARCAD1/HDAC5/PER1",23
"GO:0009896","GO:0009896","positive regulation of catabolic process","61/1510","423/18670",6.82497435748145e-06,0.00557160679562507,0.00511471811658089,"MDM2/PACSIN3/TRIM71/GJA1/PTK2/CSNK1E/CLEC16A/SPTLC1/SNX9/MAP3K7/FURIN/TBK1/RIPK2/SNX33/ABCD1/SH3GLB1/ZFP36L2/CNOT8/TOMM7/CTSC/MAGEF1/SESN1/NANOS3/IRS1/HNRNPD/ROCK2/FBXW7/VPS28/NANOS1/TIPARP/NEDD4L/GGA1/USP13/TRIB1/HK2/EPM2A/IGF1/RDX/AURKA/ABHD5/PUM1/SIRT1/EDEM2/MMP24-AS1-EDEM2/RNF217/YTHDF2/CAMKK2/APOE/RHBDD3/GBA/PAFAH1B2/FOXO3/DHRSX/WAC/ATG4B/TFEB/TNRC6C/IRS2/LARP1/VPS13D/SUMO2",61
"GO:0098732","GO:0098732","macromolecule deacylation","23/1510","104/18670",7.37021081861743e-06,0.00557160679562507,0.00511471811658089,"MTA3/BCL6/SKI/TBL1XR1/CAMK2D/MIER1/RCOR1/CCAR2/SIRT5/HDAC7/PRDM5/DYRK1A/TADA3/TBL1Y/ABHD13/HDAC8/SIRT1/HDAC9/SPRED2/REST/SMARCAD1/HDAC5/PER1",23
"GO:0031331","GO:0031331","positive regulation of cellular catabolic process","54/1510","361/18670",7.8418111127728e-06,0.00557160679562507,0.00511471811658089,"MDM2/PACSIN3/TRIM71/PTK2/CSNK1E/CLEC16A/SPTLC1/SNX9/MAP3K7/FURIN/TBK1/RIPK2/SNX33/ABCD1/SH3GLB1/ZFP36L2/CNOT8/TOMM7/CTSC/MAGEF1/SESN1/NANOS3/IRS1/HNRNPD/ROCK2/FBXW7/NANOS1/USP13/TRIB1/HK2/EPM2A/IGF1/RDX/AURKA/ABHD5/PUM1/SIRT1/EDEM2/MMP24-AS1-EDEM2/RNF217/YTHDF2/CAMKK2/APOE/GBA/PAFAH1B2/FOXO3/DHRSX/WAC/TFEB/TNRC6C/IRS2/LARP1/VPS13D/SUMO2",54
"GO:1904837","GO:1904837","beta-catenin-TCF complex assembly","11/1510","30/18670",1.20500650977015e-05,0.0072987059039863,0.00670018985259826,"AXIN2/MYC/LEO1/BCL9/TRRAP/PYGO2/RUVBL1/ASH2L/SMARCA4/CDC73/TCF7L1",11
"GO:0110053","GO:0110053","regulation of actin filament organization","42/1510","261/18670",1.33634754920321e-05,0.0072987059039863,0.00670018985259826,"PHLDB2/LMOD2/CAPG/TMOD2/PAK1/FMN1/CLASP1/SNX9/LIMCH1/CRACD/TMSB4Y/PIK3R1/DLG1/WASF2/LPAR1/IQGAP2/FCHSD2/KANK1/ROCK2/DSTN/TGFBR1/ARHGEF10/ARHGAP18/ARPC2/ITGB1BP1/ARAP1/RDX/ABI2/CAPZA2/CTNNA2/BAG4/EPS8/NCK2/STMN1/PTGER4/RHOBTB1/SFRP1/CD47/EVL/CORO1B/HAX1/ADD2",42
