"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0010975","GO:0010975","regulation of neuron projection development","75/1231","499/18670",1.44882598164629e-11,7.98882646279767e-08,7.21362830861787e-08,"NR2F1/RAPGEF1/MARK2/LRRC4C/COBL/LRP4/ADGRB3/CRMP1/RAPGEF2/PTPRG/SYT1/MYLIP/SEMA4A/VIM/CTNNA2/PLXND1/NCK1/LZTS1/NDRG4/RAB29/SNAP25/TIAM1/DISC1/PLXNA2/PSEN1/TWF1/CDH2/SEMA6D/PTPRF/RNF6/ROBO1/PAK1/LIMK1/GATA3/PLK2/ARSB/ASAP1/SEMA3C/DCC/PREX1/NFE2L2/ITGA3/BMPR2/CUX1/CUL7/TSC1/FSTL4/TRPC6/PPP3CA/TRAK1/RAP1GAP2/GRIP1/SEMA3A/SHTN1/DDX56/ATP8A2/DLG5/FBXO31/CSMD3/ULK4/MAP4K4/SLIT2/SEMA4C/SDC2/DNM3/ATF1/ROBO2/PTN/ABL1/SEMA6A/HECW2/SEMA6B/EFNB2/PLXNC1/NEDD4",75
"GO:0016358","GO:0016358","dendrite development","42/1231","233/18670",2.2054917507272e-09,6.08054075675488e-06,5.49051367417876e-06,"SLITRK5/NCK2/COBL/LRP4/ADGRB3/ARID1B/RAPGEF2/PREX2/BBS4/KLF7/DCDC2/CTNNA2/LZTS1/CTNND2/APP/MINK1/DOCK10/TIAM1/DISC1/PSEN1/PLK2/MATN2/ASAP1/DCC/PREX1/CUX1/CUL7/FSTL4/TRPC6/PPP3CA/TRAK1/RERE/GRIP1/SEMA3A/DLG5/FBXO31/CSMD3/SDC2/DNM3/PTN/HECW2/NEDD4",42
"GO:0007265","GO:0007265","Ras protein signal transduction","64/1231","448/18670",3.74459920094649e-09,6.88257333133965e-06,6.2147207791147e-06,"FLOT1/RAPGEF1/GNA12/RAB27B/SGSM3/RAB31/RERG/RAPGEF2/PREX2/ABR/RAB40C/LPAR6/RAB38/RAB29/TIAM1/CDH13/ROBO1/ARHGAP6/LIMK1/GNB1/PLK2/ROCK2/KPNB1/PREX1/ARHGAP42/ITGA3/RASGRF2/CDK2/MCF2L2/ABCA1/KITLG/RREB1/BCL6/RAF1/ARHGEF7/AUTS2/NRG1/RASGRP3/DGKI/RND3/CYTH1/IFT22/RB1/SHTN1/RASA1/RAB20/TP53/SSX2IP/ARHGEF11/MAP4K4/BRK1/HACE1/RAB24/ARHGEF3/RASA3/ABL1/PHACTR4/RAB5C/RASGRF1/USP8/AKAP13/RAB35/TRIO/TRIM28",64
"GO:0022604","GO:0022604","regulation of cell morphogenesis","66/1231","484/18670",1.40348087909122e-08,1.93469839182725e-05,1.74696435739513e-05,"SH3D19/MARK2/GNA12/LRRC4C/LRP4/ADGRB3/MYO10/RAPGEF2/SYT1/KDR/LIMS1/SEMA4A/PLXND1/LZTS1/LIMS2/TIAM1/DISC1/PLXNA2/PSEN1/CDH2/SEMA6D/RNF6/ROBO1/PAK1/LIMK1/SPARC/LIMD1/SEMA3C/DCC/PREX1/ATP10A/BMPR2/CUX1/CUL7/RREB1/ARHGEF7/FSTL4/ENPP2/TRPC6/PPP3CA/TRAK1/RND3/GRIP1/SEMA3A/QRICH1/SHTN1/RASA1/FBXO31/FMNL3/SLIT2/SEMA4C/SDC2/DNM3/ROBO2/PTN/ABL1/SEMA6A/HECW2/POSTN/P2RY1/WDPCP/PARVA/SEMA6B/FAM171A1/PLXNC1/NEDD4",66
"GO:0010769","GO:0010769","regulation of cell morphogenesis involved in differentiation","47/1231","301/18670",2.92689219826533e-08,3.22777671624701e-05,2.91456844164106e-05,"MARK2/LRRC4C/LRP4/ADGRB3/RAPGEF2/LIMS1/SEMA4A/PLXND1/LZTS1/LIMS2/TIAM1/DISC1/PLXNA2/PSEN1/CDH2/SEMA6D/RNF6/ROBO1/PAK1/LIMK1/SEMA3C/DCC/PREX1/BMPR2/CUX1/CUL7/RREB1/ARHGEF7/FSTL4/TRPC6/PPP3CA/TRAK1/SEMA3A/SHTN1/FBXO31/SLIT2/SEMA4C/SDC2/DNM3/ROBO2/ABL1/SEMA6A/HECW2/POSTN/SEMA6B/PLXNC1/NEDD4",47
"GO:0007409","GO:0007409","axonogenesis","63/1231","468/18670",4.87712667493613e-08,4.4820794142663e-05,4.04715950393823e-05,"PALLD/SLITRK5/FLOT1/MARK2/LRRC4C/COBL/LRP4/LYPLA2/CRMP1/CDH11/GAB1/KLF7/SEMA4A/CTNNA2/PLXND1/GLI2/APP/EXT1/UNC5D/TIAM1/DISC1/PLXNA2/PSEN1/CDH2/SEMA6D/RNF6/ROBO1/PAK1/LIMK1/GATA3/EPHA2/MATN2/SEMA3C/DCC/GAP43/NFASC/BMPR2/PIK3CA/FSTL4/AUTS2/NTNG1/TRAK1/SEMA3A/SHTN1/LAMA2/ATP8A2/ADARB1/SLIT2/NTNG2/SEMA4C/LHX9/ROBO2/ABL1/CNTN6/SEMA6A/ANK3/B4GALT5/BMPR1B/SEMA6B/EFNB2/PLXNC1/TRIO/PIK3CB",63
"GO:0001667","GO:0001667","ameboidal-type cell migration","62/1231","461/18670",6.44980761913363e-08,5.08060560170041e-05,4.58760752458678e-05,"LGALS8/GNA12/ANGPT1/PTPRG/KDR/SEMA4A/SH3BP1/THBS1/BCAR1/PLXND1/APPL2/ETS1/ADAMTS9/MMP9/ANXA3/CDH13/AKT3/SEMA6D/ROBO1/PAK1/EMP2/SPARC/GATA3/PLK2/EPHA2/ARSB/SEMA3C/ROCK2/HDAC9/NFE2L2/ITGA3/BMPR2/SCG2/KITLG/ARID5B/FOXP1/PIK3CA/RREB1/ARHGEF7/ENPP2/GPLD1/SEMA3A/PTPN23/CER1/MAP4K4/SLIT2/MAP3K3/SEMA4C/P2RX4/PTN/GPC3/ABL1/PHACTR4/LOXL2/EPB41L5/ADTRP/SEMA6A/HDAC5/CAPN7/WDPCP/SEMA6B/EFNB2",62
"GO:0034329","GO:0034329","cell junction assembly","39/1231","241/18670",1.67870796471413e-07,0.000114421528195071,0.000103318601142104,"FLOT1/RAPGEF1/CDH6/PHLDB2/RAPGEF2/CDH11/CTNND1/KDR/LIMS1/SH3BP1/PKP2/THBS1/CTNND2/LIMS2/MTDH/CDH2/CDH13/GJA1/ARHGAP6/LAMA3/EPHA2/TLN2/ROCK2/NFASC/PDCD6IP/TSC1/SMAD3/ARHGEF7/ANK2/PRKCH/DLG5/FBF1/FLNC/FAM107A/MAP4K4/ABL1/EPB41L5/WDPCP/CORO2B",39
"GO:0034330","GO:0034330","cell junction organization","44/1231","290/18670",1.86759839273783e-07,0.000114421528195071,0.000103318601142104,"DSG2/FLOT1/RAPGEF1/CDH6/PHLDB2/RAPGEF2/CDH11/CTNND1/PLEKHA7/KDR/LIMS1/SH3BP1/PKP2/THBS1/CTNND2/LIMS2/MTDH/CDH2/CDH13/GJA1/ARHGAP6/LAMA3/EPHA2/TLN2/ROCK2/NFASC/PDCD6IP/NECTIN3/TSC1/SMAD3/ARHGEF7/ANK2/PTPN23/PRKCH/XIRP2/DLG5/FBF1/FLNC/FAM107A/MAP4K4/ABL1/EPB41L5/WDPCP/CORO2B",44
"GO:0010977","GO:0010977","negative regulation of neuron projection development","29/1231","155/18670",2.91586597391805e-07,0.000154936352599736,0.00013990205749895,"NR2F1/LRP4/CRMP1/RAPGEF2/PTPRG/MYLIP/SEMA4A/VIM/RAB29/PSEN1/SEMA6D/RNF6/PLK2/ASAP1/SEMA3C/DCC/TSC1/FSTL4/TRPC6/PPP3CA/RAP1GAP2/SEMA3A/MAP4K4/SLIT2/SEMA4C/DNM3/SEMA6A/SEMA6B/EFNB2",29
