"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050808","GO:0050808","synapse organization","18/227","408/18670",2.74078714980123e-06,0.00836214159404356,0.00770305441049399,"GPC4/ADGRL3/ZNF804A/FYN/UTRN/ACTB/PCDH8/DOCK10/ANK3/EFNA5/SLC7A11/CHRNA1/PPP1R9A/GABRA2/LRRC4C/FARP1/CTNNA2/GRIN1",18
"GO:0035023","GO:0035023","regulation of Rho protein signal transduction","9/227","140/18670",5.46671973181317e-05,0.0655726098221674,0.060404308587413,"ARHGEF10L/TRIO/MCF2L2/PREX2/SPATA13/TIAM2/PLEKHG4B/FARP1/ITGB1",9
"GO:0048813","GO:0048813","dendrite morphogenesis","9/227","143/18670",6.44765091663397e-05,0.0655726098221674,0.060404308587413,"FYN/PHACTR1/DOCK10/PPP1R9A/PREX2/FARP1/ITGB1/CTNNA2/GRIN1",9
"GO:0098742","GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","12/227","273/18670",0.000135017554838189,0.0685765962604582,0.0631715268558793,"GPC4/ADGRL3/FAT1/PCDH8/ALCAM/EFNA5/CDH18/LRRC4C/DCHS2/CDH19/ITGB1/IGSF11",12
"GO:0016358","GO:0016358","dendrite development","11/227","233/18670",0.00013780008210391,0.0685765962604582,0.0631715268558793,"FYN/PHACTR1/DOCK10/PPP1R9A/RTN4IP1/PREX2/PACSIN1/FARP1/ITGB1/CTNNA2/GRIN1",11
"GO:0086012","GO:0086012","membrane depolarization during cardiac muscle cell action potential","4/227","23/18670",0.000157156331197369,0.0685765962604582,0.0631715268558793,"CACNA2D1/ANK3/ATP1A2/CACNA1C",4
"GO:0046578","GO:0046578","regulation of Ras protein signal transduction","11/227","238/18670",0.000165939542488822,0.0685765962604582,0.0631715268558793,"ARHGEF10L/TRIO/AUTS2/MCF2L2/PREX2/SPATA13/TIAM2/PLEKHG4B/FARP1/ITGB1/RASA4B",11
"GO:0007016","GO:0007016","cytoskeletal anchoring at plasma membrane","3/227","10/18670",0.000199847058585002,0.0685765962604582,0.0631715268558793,"FLNB/ANK3/TLN2",3
"GO:0007409","GO:0007409","axonogenesis","16/227","468/18670",0.000205731908906243,0.0685765962604582,0.0631715268558793,"FGFR2/FYN/PTPRZ1/ACTB/ANK3/ALCAM/EFNA5/TRIO/AUTS2/LRRC4C/ITGB1/CTNNA2/MEGF8/SEMA4B/GRIN1/SEMA4F",16
"GO:0001508","GO:0001508","action potential","8/227","133/18670",0.000224767604917923,0.0685765962604582,0.0631715268558793,"KCND2/CACNA2D1/P2RX4/ANK3/USP53/CHRNA1/ATP1A2/CACNA1C",8
"GO:0099560","GO:0099560","synaptic membrane adhesion","4/227","26/18670",0.000257848402250071,0.0715177704786334,0.0658808836370996,"GPC4/PCDH8/EFNA5/LRRC4C",4
"GO:0060078","GO:0060078","regulation of postsynaptic membrane potential","8/227","140/18670",0.000318586607150881,0.0810006448681116,0.0746163369379696,"KCND2/P2RX4/CHRNA1/PPP1R9A/GABRA2/GRIK3/GRIN1/IGSF11",8
